ts_utc,ticker,title,source,url,time_published,overall_sentiment_score,overall_sentiment_label,relevance_score,summary,topic
2026-03-11T13:11:57.255Z,AAPL,Nicollet Investment Management Inc. Has $19.49 Million Stock Holdings in Apple Inc. $AAPL,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-nicollet-investment-management-inc-has-1949-million-stock-holdings-in-apple-inc-aapl-2026-03-10/,20260310T074939,0.426616,Bullish,1.000000,"Nicollet Investment Management Inc. reduced its stake in Apple Inc. by 3.8% in the third quarter, now holding 76,545 shares valued at $19.49 million, making Apple its third-largest holding. Despite this, Apple (NASDAQ:AAPL) delivered strong quarterly earnings, surpassing analyst expectations with $2.84 EPS and $143.76 billion in revenue. Institutional investors hold 67.73% of Apple's stock, and analysts maintain a ""Moderate Buy"" rating with an average target price of $297.58, even as the company balances market expansion with potential margin pressures from rising memory costs and some insider selling.",earnings|financial_markets|technology|finance
2026-03-11T13:11:57.255Z,AAPL,Dearborn Partners LLC Has $117.78 Million Stake in Apple Inc. $AAPL,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-dearborn-partners-llc-has-11778-million-stake-in-apple-inc-aapl-2026-03-10/,20260310T074639,0.243164,Somewhat-Bullish,1.000000,"Dearborn Partners LLC reduced its stake in Apple Inc. by 1.3% in the third quarter, holding 462,537 shares valued at $117.78 million, making Apple its largest position. Other institutional investors, such as Norges Bank, Nuveen LLC, and Northern Trust Corp, significantly increased their holdings in Apple. Analysts maintain a ""Moderate Buy"" rating for Apple, with an average target price of $297.58, despite concerns about rising memory costs and insider selling.",earnings|financial_markets|technology|economy_macro|finance
2026-03-11T13:11:57.255Z,AAPL,Apple Inc. $AAPL is Ameritas Investment Partners Inc.'s 3rd Largest Position,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-ameritas-investment-partners-incs-3rd-largest-position-2026-03-10/,20260310T070439,0.256424,Somewhat-Bullish,1.000000,"Ameritas Investment Partners Inc. reduced its stake in Apple Inc. (NASDAQ:AAPL) by 2.0% in Q3, making Apple its third-largest holding, representing 3.4% of its portfolio. Other institutional investors also adjusted their positions, and Apple recently reported strong quarterly earnings and declared a dividend. The article also provides analyst ratings and discusses recent positive and negative sentiments affecting Apple stock, including the launch of the MacBook Neo and rising memory costs.",earnings|financial_markets|technology
2026-03-11T13:11:57.255Z,AAPL,Apple Inc. $AAPL is Bowen Hanes & Co. Inc.'s 2nd Largest Position,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-bowen-hanes-co-incs-2nd-largest-position-2026-03-10/,20260310T070439,0.268822,Somewhat-Bullish,1.000000,"Bowen Hanes & Co. Inc. recently decreased its stake in Apple Inc. ($AAPL) by 1.3%, making Apple its second-largest holding, valued at $127.9 million. Other institutional investors have also adjusted their positions in Apple, with several increasing their holdings. The report details Apple's recent financial performance, including its market cap of $3.82 trillion, a recent dividend announcement, and various analyst ratings and price targets.",earnings|financial_markets|technology|finance
2026-03-11T13:11:57.255Z,AAPL,Rep. David Taylor Sells Apple Inc. (NASDAQ:AAPL) Stock,MarketBeat,https://www.marketbeat.com/instant-alerts/rep-david-taylor-sells-apple-inc-nasdaqaapl-stock-2026-03-10/,20260310T054939,0.027226,Neutral,1.000000,"Representative David Taylor (Republican-Ohio) recently sold between $1,001 and $15,000 worth of Apple (NASDAQ:AAPL) stock on February 26th, as disclosed in a filing on March 6th. This sale was part of a broader portfolio rebalancing, which also included purchases of Visa and Microsoft, and larger sales of IBM and Salesforce shares. Apple recently exceeded quarterly earnings expectations, increased revenue year-over-year, pays a quarterly dividend, and holds a ""Moderate Buy"" analyst rating with a target price around $297.58.",earnings|financial_markets|technology|economy_macro|finance
2026-03-11T13:11:57.255Z,AAPL,"Apple Delays Smart Home Device Once More Amid New AI, Siri Setback: Report",Stocktwits,https://stocktwits.com/news-articles/markets/equity/apple-delays-smart-home-device-once-more-amid-new-ai-siri-setback-report/cZdVuFuRIeR,20260309T184937,-0.293450,Somewhat-Bearish,1.000000,"Apple has once again delayed the launch of its smart home display product, internally known as J490, pushing its release to September 2026. This delay is attributed to setbacks in the development of its new Siri digital assistant, which is a crucial component of the device's interface. The smart home device is designed as a central AI hub with a facial recognition system for personalized information, and Apple is also working on other AI-driven products.",technology|retail_wholesale
2026-03-11T13:11:57.255Z,AAPL,Is the MacBook Neo a 'Recession Indicator'? Tech CEOs Are Divided Over Apple’s $599 Laptop,Inc.com,https://www.inc.com/brian-contreras/apple-macbook-neo-recession-indicator-599-laptop/91312694,20260309T163037,0.059564,Neutral,1.000000,"Apple's introduction of the $599 MacBook Neo has sparked debate among tech CEOs and financial observers, with some interpreting it as a sign of impending economic downturn. While some analysts view the low-cost laptop as an ominous indicator of a struggling economy and a shift toward value, others like Oisin Hanrahan suggest it merely reflects companies preparing for more cautious consumer spending, rather than a certain recession. The product's marketing emphasizes durability, battery life, and AI features, targeting a more budget-conscious market.",technology|economy_macro|retail_wholesale
2026-03-11T13:11:57.255Z,AAPL,Sonos CEO explains why company killed Apple TV 4K competitor before launch,9to5Mac,https://9to5mac.com/2026/03/10/sonos-ceo-explains-why-company-killed-apple-tv-4k-competitor-before-launch/,20260310T154941,0.036341,Neutral,1.000000,"Sonos CEO Tom Conrad revealed that the company canceled its planned Apple TV 4K competitor, codenamed Pinewood, due to insufficient software resources. Conrad stated that Sonos lacked the staffing and expertise to execute a video streaming box project effectively. The decision highlights Sonos's focus on its core audio competencies and strategic avoidance of expanding into new, software-intensive hardware categories without adequate internal support.",technology
2026-03-11T13:11:57.255Z,AAPL,Google warns about data breach on Apple iPhones,Cybersecurity Insiders,https://www.cybersecurity-insiders.com/google-warns-about-data-breach-on-apple-iphones/,20260310T054939,-0.402995,Bearish,1.000000,"Google has issued a warning regarding a serious data breach affecting Apple iPhone users, stemming from a set of vulnerabilities dubbed “Coruna.” These 23 security weaknesses could allow hackers to bypass iOS protections, gain deep access to devices, and potentially manipulate sensitive user data or conduct financial theft. The exact origin of the attack remains unclear, though one mobile security company, iVerify, suggests the tools involved might have connections to the Pentagon.",technology
2026-03-11T13:11:57.255Z,AAPL,"Here’s How YCG’s Strategy of Buying Cyclically Unprofitable Stock, Apple (AAPL), Has Paid Off",Yahoo Finance Singapore,https://sg.finance.yahoo.com/news/ycg-strategy-buying-cyclically-unprofitable-155335132.html,20260309T155300,0.301169,Somewhat-Bullish,1.000000,"YCG LLC, an asset management firm, detailed its fourth-quarter 2025 investor letter, highlighting its strategy of investing in high-quality companies, particularly Apple Inc. (NASDAQ: AAPL). The firm explained how its approach of buying cyclically underperforming stocks, such as Apple during tariff fears, and later rebalancing, has yielded positive returns. YCG notes that while Apple remains a strong holding, some AI stocks currently offer greater upside potential with less downside risk.",financial_markets
2026-03-11T13:11:58.743Z,MSFT,Mitsubishi UFJ Asset Management Boosts Microsoft Stake,National Today,https://nationaltoday.com/us/wa/redmond/news/2026/03/11/mitsubishi-ufj-asset-management-boosts-microsoft-stake/,20260311T095042,0.447197,Bullish,1.000000,"Mitsubishi UFJ Asset Management Co. Ltd. has significantly increased its stake in Microsoft Corporation, boosting its holding by 1.4% in the third quarter. This move makes the Japanese asset manager Microsoft's second-largest institutional investor with a 0.24% ownership stake valued at over $9.3 billion. The investment signals strong confidence in Microsoft's long-term growth prospects and its dominance in software and cloud computing sectors.",financial_markets|finance|technology
2026-03-11T13:11:58.743Z,MSFT,Microsoft announces quarterly dividend,Microsoft Source,https://news.microsoft.com/source/2026/03/10/microsoft-announces-quarterly-dividend-28/,20260311T035035,0.345353,Somewhat-Bullish,1.000000,"Microsoft Corporation announced on March 10, 2026, that its board of directors declared a quarterly dividend of $0.91 per share. The dividend will be payable on June 11, 2026, to shareholders of record as of May 21, 2026, which is also the ex-dividend date. This information was released through Microsoft's official news source.",earnings|technology
2026-03-11T13:11:58.743Z,MSFT,Will Microsoft Stock Climb as Azure AI Services Gain Traction?,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/MSFT/pressreleases/671125/will-microsoft-stock-climb-as-azure-ai-services-gain-traction/,20260310T180440,0.209414,Somewhat-Bullish,1.000000,"Microsoft's Azure AI services are gaining significant traction in the enterprise sector, driving substantial revenue growth for its Intelligent Cloud segment. Despite strong demand, the company faces supply challenges and is investing heavily in AI infrastructure, impacting its Microsoft Cloud gross margin. While Microsoft's Q2 fiscal 2026 Azure revenue surged 39%, its stock has underperformed the broader tech sector over the past six months, raising questions about its valuation compared to competitors like Amazon and Google.",earnings|technology|financial_markets
2026-03-11T13:11:58.743Z,MSFT,Microsoft Positioned to Win AI Race With Dual-Model Strategy,Finviz,https://finviz.com/news/335386/microsoft-positioned-to-win-ai-race-with-dual-model-strategy,20260310T154241,0.428382,Bullish,1.000000,"Microsoft is positioned to win the AI race due to its dual-model strategy, maintaining partnerships with both Anthropic and OpenAI. This approach allows Microsoft's Azure cloud platform to become a central ecosystem for AI, routing tasks to the best-performing model and driving significant growth in its cloud services. The company's financial results show a strong flywheel effect between its Copilot products and Azure consumption, despite a recent dip in MSFT stock, which analysts expect to reverse.",technology|earnings|financial_markets
2026-03-11T13:11:58.743Z,MSFT,The AI Hegemon: A Deep-Dive Stock Analysis of Microsoft (MSFT) in 2026,FinancialContent,https://markets.financialcontent.com/stocks/article/finterra-2026-3-10-the-ai-hegemon-a-deep-dive-stock-analysis-of-microsoft-msft-in-2026,20260310T093600,0.255468,Somewhat-Bullish,1.000000,"This article provides a deep-dive stock analysis of Microsoft (MSFT) in 2026, highlighting its evolution into a premier AI infrastructure provider and its financial performance. It discusses Microsoft's diversified business model, stock performance, and the challenges and opportunities it faces amidst AI monetization, regulatory scrutiny, and significant capital expenditures. The analysis concludes with an optimistic outlook despite short-term headwinds, emphasizing Microsoft's strong fundamentals and leadership in the AI landscape.",technology|earnings|financial_markets
2026-03-11T13:11:58.743Z,MSFT,Microsoft debuts Copilot Cowork built on Anthropic's tech and E7 product suite,Fortune,https://fortune.com/2026/03/09/microsoft-copilot-cowork-ai-agents-anthropic-e7-m365-saas/,20260309T133052,0.315478,Somewhat-Bullish,1.000000,"Microsoft has launched Copilot Cowork, a new AI tool built with Anthropic's Claude to help enterprise customers automate multi-step tasks. This initiative, part of Microsoft’s ""Wave 3 of Microsoft 365 Copilot,"" aims to address investor concerns about AI potentially reducing the need for traditional software-as-a-service. The company also announced the Agent 365 orchestration platform and the Microsoft 365 E7 Frontier Worker Suite to further integrate AI agents into corporate environments and secure them.",technology|finance
2026-03-11T13:11:58.743Z,MSFT,Microsoft adds higher-priced Office tier with Copilot as it tries to juice sales with AI,CNBC,https://www.cnbc.com/2026/03/09/microsoft-office-365-e7-copilot-ai.html,20260309T125952,0.490073,Bullish,1.000000,"Microsoft is introducing a new, higher-priced Office productivity suite bundle, Microsoft 365 E7, which includes the Copilot AI add-on and other AI management tools, costing $99 per user per month. This move aims to increase Copilot adoption and boost revenue per commercial user, following significant investments in AI infrastructure. The company is actively expanding its AI offerings, including a new ""Copilot Cowork"" feature developed in partnership with Anthropic, to encourage upgrades and ensure safe deployment of AI tools within large enterprises.",technology|earnings
2026-03-11T13:11:58.743Z,MSFT,Microsoft says ungoverned AI agents could become corporate 'double agents.' Its fix costs $99 a month.,VentureBeat,https://venturebeat.com/technology/microsoft-says-ungoverned-ai-agents-could-become-corporate-double-agents-its,20260309T125052,0.473917,Bullish,1.000000,"Microsoft is launching two new products, Agent 365 and Microsoft 365 Enterprise 7, to address the governance and security challenges posed by the rapid adoption of AI agents within corporations. Agent 365, priced at $15 per user/month, offers a control plane for AI agents, while the $99/user/month Enterprise 7 bundles this with Copilot and advanced security features. The company warns of ""double agents,"" where AI systems could be manipulated to act against an organization's interests, and aims to extend zero-trust security principles to autonomous AI systems.",technology|finance
2026-03-11T13:11:58.743Z,MSFT,"Stevens Capital Management LP Purchases 21,906 Shares of Microsoft Corporation $MSFT",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-stevens-capital-management-lp-purchases-21906-shares-of-microsoft-corporation-msft-2026-03-09/,20260309T115044,0.420142,Bullish,1.000000,"Stevens Capital Management LP significantly increased its stake in Microsoft Corporation by 288.7%, purchasing an additional 21,906 shares to bring its total holding to 29,494 shares, valued at $15.28 million. This position now constitutes 2.0% of the firm's portfolio. Microsoft recently surpassed quarterly earnings estimates with an EPS of $4.14 and revenue of $81.27 billion, while maintaining a ""Moderate Buy"" consensus rating from analysts with an average price target of $591.95.",earnings|financial_markets|technology
2026-03-11T13:11:58.743Z,MSFT,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management Buys 18,845 Shares of Microsoft Corporation $MSFT",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-empirical-financial-services-llc-dba-empirical-wealth-management-buys-18845-shares-of-microsoft-corporation-msft-2026-03-09/,20260309T073345,0.426369,Bullish,1.000000,"Empirical Financial Services LLC d.b.a. Empirical Wealth Management increased its stake in Microsoft Corporation (NASDAQ:MSFT) by 9.0% in the third quarter, acquiring an additional 18,845 shares to bring its total holdings to 227,352 shares valued at approximately $117.76 million. This makes Microsoft the firm's 10th-largest position, representing about 2.4% of its total holdings. The article also highlights Microsoft's recent earnings beat, a ""Moderate Buy"" consensus rating from Wall Street analysts, and significant insider and institutional ownership.",earnings|financial_markets|technology
2026-03-11T13:11:58.743Z,MSFT,Microsoft Corporation $MSFT Shares Purchased by Interchange Capital Partners LLC,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-microsoft-corporation-msft-shares-purchased-by-interchange-capital-partners-llc-2026-03-11/,20260311T090843,0.335595,Somewhat-Bullish,1.000000,"Interchange Capital Partners LLC increased its stake in Microsoft Corporation by 22.9% in the third quarter, making it their fifth-largest holding. Microsoft's stock showed mixed sentiment following its quarterly earnings beat, a declared dividend, and ongoing AI initiatives like Copilot, despite regulatory concerns and recent insider trading activities. Analysts maintain a ""Moderate Buy"" rating for Microsoft, with an average price target of $591.95, while the company continues to focus on its dual-model AI strategy and cloud growth.",earnings|financial_markets|technology|finance
2026-03-11T13:11:58.743Z,MSFT,MICROSOFT CORP : Gets a Buy rating from RBC,marketscreener.com,https://www.marketscreener.com/news/microsoft-corp-gets-a-buy-rating-from-rbc-ce7e5fdfd081f621,20260311T071347,0.490636,Bullish,1.000000,RBC maintains its 'Buy' rating for Microsoft Corporation (MSFT) and keeps its target price at $640.00. This reaffirms a positive outlook on the stock despite its current trading status. The recommendation comes from RBC's analyst Rishi Jaluria.,technology|financial_markets|finance
2026-03-11T13:11:58.743Z,MSFT,Microsoft announces quarterly dividend,PR Newswire,https://www.prnewswire.com/news-releases/microsoft-announces-quarterly-dividend-302710094.html,20260310T215035,0.430558,Bullish,1.000000,"Microsoft Corp. has declared a quarterly dividend of $0.91 per share, payable on June 11, 2026, to shareholders of record as of May 21, 2026. The ex-dividend date is set for May 21, 2026. The technology company utilizes AI to create innovative solutions and aims to empower individuals and organizations globally.",earnings|finance
2026-03-11T13:11:58.743Z,MSFT,Microsoft's updates to 365 suite seen as boosting agentic AI offerings: MS (MSFT:NASDAQ),Seeking Alpha,https://seekingalpha.com/news/4562704-microsofts-updates-to-365-suite-seen-as-boosting-agentic-ai-offerings-ms,20260310T125042,0.458898,Bullish,1.000000,"Microsoft's recent updates to its 365 suite, particularly the ""Frontier suite"" version, are expected to significantly enhance the company's agentic artificial intelligence capabilities. Morgan Stanley believes these advancements will boost Microsoft's AI monetization efforts and maintain its strong momentum in the AI sector.",technology|financial_markets
2026-03-11T13:11:58.743Z,MSFT,Microsoft Corporation $MSFT is Nicollet Investment Management Inc.'s Largest Position,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-microsoft-corporation-msft-is-nicollet-investment-management-incs-largest-position-2026-03-10/,20260310T075048,0.292230,Somewhat-Bullish,1.000000,"Nicollet Investment Management Inc. has identified Microsoft Corporation ($MSFT) as its largest holding, despite trimming its stake slightly in Q3. Microsoft is actively expanding its enterprise AI offerings, including Copilot Cowork powered by Anthropic's Claude and a new high-tier M365 bundle, aiming to boost Azure consumption and recurring revenue. Analyst consensus remains a ""Moderate Buy"" with a $591.95 price target, though insider activity has been mixed and recent market rumors have caused some volatility.",earnings|financial_markets|technology
2026-03-11T13:11:58.743Z,MSFT,Trivest Advisors Ltd Increases Stock Position in Microsoft Corporation $MSFT,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-trivest-advisors-ltd-increases-stock-position-in-microsoft-corporation-msft-2026-03-10/,20260310T075042,0.291747,Somewhat-Bullish,1.000000,"Trivest Advisors Ltd significantly increased its stake in Microsoft Corporation by 881.4% in the third quarter, bringing its total holdings to 490,700 shares valued at $254.2 million. This increase makes Microsoft Trivest's third-largest position, representing 8.1% of its total holdings. Microsoft continues to focus on enterprise AI with new product launches and earnings exceeding expectations, though regulatory risks and insider selling are noted as potential headwinds.",earnings|financial_markets|technology
2026-03-11T13:11:58.743Z,MSFT,Rep. David Taylor Purchases Shares of Microsoft Corporation (NASDAQ:MSFT),MarketBeat,https://www.marketbeat.com/instant-alerts/rep-david-taylor-purchases-shares-of-microsoft-corporation-nasdaqmsft-2026-03-10/,20260310T060844,0.318586,Somewhat-Bullish,1.000000,"Representative David Taylor (R-Ohio) recently purchased between $1,001 and $15,000 worth of Microsoft (NASDAQ:MSFT) shares on February 26th. Microsoft reported strong quarterly earnings, beating expectations with $4.14 EPS and $81.27 billion in revenue, and has a consensus ""Moderate Buy"" rating with a target price of approximately $591.95. The company is actively expanding its AI initiatives with products like Copilot Cowork and new M365 bundles, while also experiencing insider trading activity including a significant sale by an EVP and a purchase by a director.",earnings|financial_markets|technology|economy_fiscal
2026-03-11T13:11:58.743Z,MSFT,Investors Heavily Search Microsoft Corporation (MSFT): Here is What You Need to Know,Yahoo Finance Singapore,https://sg.finance.yahoo.com/news/investors-heavily-search-microsoft-corporation-130004771.html,20260309T125040,0.278698,Somewhat-Bullish,1.000000,"Microsoft (MSFT) has been a highly searched stock on Zacks.com, with its shares returning +2% in the past month. The article emphasizes the importance of earnings estimate revisions in driving stock performance, noting that Microsoft is expected to post strong earnings growth for the current and next fiscal year. While valuation currently places MSFT at a premium compared to peers (Zacks Value Style Score of D), its Zacks Rank #3 (Hold) suggests it may perform in line with the broader market in the near term.",earnings|financial_markets|technology
2026-03-11T13:11:58.743Z,MSFT,"Hillsdale Investment Management Inc. Purchases 8,808 Shares of Microsoft Corporation $MSFT",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-hillsdale-investment-management-inc-purchases-8808-shares-of-microsoft-corporation-msft-2026-03-09/,20260309T090337,0.432940,Bullish,1.000000,"Hillsdale Investment Management Inc. increased its stake in Microsoft (NASDAQ:MSFT) by 13.4% in the third quarter, purchasing an additional 8,808 shares to hold a total of 74,372 shares worth approximately $38.52 million. This makes Microsoft its 18th largest holding, representing about 1.2% of its portfolio. The news comes as Microsoft reported strong quarterly earnings, beating analyst estimates with EPS of $4.14 and revenue of $81.27 billion, and analysts maintain a ""Moderate Buy"" consensus rating for the stock.",earnings|financial_markets|technology
2026-03-11T13:11:58.743Z,MSFT,Mitsubishi UFJ Asset Management UK Ltd. Increases Stake in Microsoft Corporation $MSFT,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-mitsubishi-ufj-asset-management-uk-ltd-increases-stake-in-microsoft-corporation-msft-2026-03-09/,20260309T090337,0.216271,Somewhat-Bullish,1.000000,"Mitsubishi UFJ Asset Management UK Ltd. significantly increased its stake in Microsoft Corporation (NASDAQ:MSFT) by 41.1% in the third quarter of 2025, now holding 18,200 shares valued at $9.43 million, making MSFT its third-largest holding. The article highlights mixed analyst and market sentiment, noting Jefferies' bullish $675 price target due to AI investments, while regulatory scrutiny, high AI capital expenditure, and moderating Azure growth present downside concerns. Despite these mixed signals, a recent insider purchase of 5,000 shares by director John W. Stanton indicates confidence.",earnings|financial_markets|technology|finance
2026-03-11T13:12:03.119Z,NVDA,NVDL Surges 5.5% On Monday as NVIDIA and Semiconductor Stocks Rebound,24/7 Wall St.,https://247wallst.com/investing/2026/03/09/nvdl-surges-5-5-on-monday-as-nvidia-and-semiconductor-stocks-rebound/,20260309T225038,0.412496,Bullish,1.000000,"NVIDIA shares and related leveraged ETFs, including NVDL, saw a significant rebound on Monday, March 9, 2026, despite a volatile broader market. This surge was driven by NVIDIA's strong Q4 FY2026 earnings, which reported a 73% year-over-year revenue growth and a 263% increase in networking revenue. Upcoming events like the GPU Technology Conference (GTC) are expected to provide further catalysts for the stock.",earnings|financial_markets|technology|economy_macro
